x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
4.50531224466371,1.7897559798237,0.839603381530279,0.534416748937788,0.732882968965198,1.14364751110473,1.44202792675685,1.247563373225,0.643470897544892,0.363574238722158,0.363738794241948,0.281894948974877,0.177468835681627,0.123112340136664,0.067414708593938,0.0352610151676591
1.74878156686036,8.03436850841569,2.09758460576641,0.622312599696293,0.379615452608696,0.860263909461253,1.3055232508028,1.37610204124406,1.06712616679435,0.440654753128265,0.273929293096001,0.239712728537542,0.185101171914079,0.119714767353809,0.0542759009770411,0.0372544994220502
0.577836565404078,3.02644978397053,11.0953910627989,1.51249940273317,0.640297572993688,0.529559283248056,0.766722638952386,1.09842460172423,1.19969394339846,0.642338899508433,0.329744225062779,0.160502531856439,0.104615685885095,0.0993528613515505,0.0679602238795086,0.0455254177723206
0.345586569899679,0.867964798041817,4.19527484411256,12.6004633771536,2.22531443107938,1.02083243826854,0.755071310480292,1.02868086427186,1.12176993139202,1.01657833655219,0.523670657625878,0.211718443804638,0.105005091983984,0.0631005650581241,0.0335905260196324,0.020873889252479
0.515882140212322,0.489137130529147,0.613064071809526,3.77155509718657,5.19248322521848,2.16137639205328,1.33403280256353,1.11305076903429,0.90110105798977,1.02999631980967,0.695474393839497,0.360670274615269,0.128962824081463,0.0432673435328832,0.0413068425154841,0.0298893971119714
0.863791600058699,0.531374004185027,0.332838724077415,1.09988479213135,2.48217739119653,3.35101169204919,1.83763797493972,1.3778379906315,1.04262651693364,0.829371088362416,0.781653823578264,0.408394362519178,0.170301442275077,0.0489467230026327,0.0204935972907124,0.0165622610825536
1.02285692386377,1.37636395901336,1.04707623438902,0.632075424341421,1.20676402372522,1.86899442898044,2.57593397154442,1.7949241603163,1.23217787058985,0.887195333066982,0.671673627432445,0.458492510984909,0.222825076130731,0.0706070961830378,0.0347610882814544,0.0255356094466575
0.992140040828805,1.50189351741707,1.20196424647618,0.854173976461969,0.811844759999711,1.3734050479255,1.70444494084382,2.52278328496254,1.68467496042101,1.01030695864077,0.704859402805996,0.373659280742451,0.224229078190851,0.11856464462109,0.060951015701931,0.0207908264657798
0.603816302364009,1.07537500622759,1.25104725422969,1.18923476603721,0.902606714021673,1.0857562718872,1.387759254833,1.5514312349215,1.92903501542393,1.1787036877197,0.79945312544113,0.292181507710248,0.19005980745235,0.0912846970341478,0.0500074035906792,0.0229587890461976
0.500970454330499,0.760532072637869,0.855767270134843,1.39807668768414,0.819088161163839,0.862257413648908,1.00442711800559,1.1461854510034,1.10698770009527,1.24816894806705,0.753793420823898,0.34817190046419,0.133654126043184,0.0543164714055455,0.0423350776468206,0.0380239936059361
0.464543301082816,0.75305946081014,1.01376719623867,1.13142453936914,0.898085759722864,1.09319835962106,0.983845399892986,0.94107680108704,1.14109157468801,1.16196989667229,1.05660625572562,0.543658995637874,0.181104981919595,0.0575755314897266,0.0417082429041615,0.0371864173862878
0.931521613245831,1.12445150379283,0.845124323511307,0.855626285765312,0.688386936457115,1.04597564900006,1.08004915589148,0.814710856751226,0.813281495060879,0.711375668194558,0.766165272525018,0.682468756638956,0.290103506195788,0.115814954772912,0.0434210616898858,0.0390764836780295
0.653370452083862,0.667111139653983,0.47379856918489,0.484224264919942,0.406643598895131,0.564916361514883,0.650998076084789,0.70453286227696,0.51918029485902,0.413580106997073,0.386270067343006,0.38715113309658,0.361255235406848,0.162038460984969,0.0692848882265472,0.0226897222895574
0.441903025562578,0.696482242066845,0.55791864181108,0.255674735502622,0.267801162271394,0.321054011388036,0.474473686671054,0.503775376379538,0.399327279405976,0.205031227830695,0.211067137099975,0.227680126199894,0.207884016423741,0.293234846710158,0.101453442923609,0.0322253276804717
0.191013508770606,0.589270929356434,0.506738826114735,0.402963149269315,0.138658056304552,0.247236710460369,0.219371094066542,0.402526806046944,0.385956466959949,0.313542003669165,0.253067144250005,0.16488646397515,0.216013300175503,0.188904783088589,0.230298866377324,0.101092031160053
0.285607657510803,0.40947292264242,0.556239290427323,0.418052963585012,0.132136559986104,0.138864804649831,0.192020168510522,0.311442624348217,0.304366321608256,0.299565034168519,0.293238850116423,0.165575159245135,0.0834750359163539,0.128021238890583,0.0913443206371979,0.102942817235075
